"22","Raheem Mostert","RB","LV","13","25.7","45.2","5.5","15.8","34.2","6.1","10.6","14.5","-","10.3","21.4","12.1","23","18.3","12","-","","17.8","267.7"
"23","Russell Wilson","QB","NYG","15.2","26.9","15.2","22.2","18.7","8.9","13.9","17.6","-","18.7","14.5","16.8","18.8","16.5","17.5","23.5","-","","17.7","264.9"
"24","Breece Hall","RB","NYJ","15.7","0.9","3.7","9.9","28.4","20.3","BYE","21.3","10","10.5","18.3","11.9","10.5","26.6","2.8","43.1","27.6","","16.3","261.5"
"25","C.J. Stroud","QB","HOU","10.7","21.5","20.6","21.8","14.2","15.2","BYE","12.9","41.8","20","18.3","30.9","16.1","3.6","-","-","12.9","","18.6","260.5"
"26","Trevor Lawrence","QB","JAC","18.7","9.2","15.4","16.5","15.7","15.7","18.1","15.7","BYE","4.1","32.2","25.6","25.1","20.4","14.7","11.3","-","","17.2","258.3"
"27","Stefon Diggs","WR","NE","26.2","13.6","19.1","36","24.1","20","17.8","16","22.6","6.4","6.7","19.4","-","6.4","8.8","7.9","7.1","","16.1","258.1"
"28","Ja'Marr Chase","WR","CIN","9.1","8.1","26.1","14.3","52.2","14","BYE","25.2","8.1","23.4","9.2","12.1","31.6","5.9","10.4","-","7.1","","17.1","256.8"
"29","Kyren Williams","RB","LAR","17.4","28","8.5","27.7","7.7","21.8","-","-","-","BYE","-","38.4","20.2","14.3","24.5","16.4","30.1","","21.3","255"
"30","Rachaad White","RB","TB","6.9","21.3","7.2","10.8","BYE","6.8","15.9","17.9","27.9","17.8","17.8","13","19.6","21.5","21.9","19.7","8.6","","15.9","254.6"
"31","Matthew Stafford","QB","LAR","14.5","16","13.5","17.2","16.9","13.2","15","12.4","-","BYE","10.7","24.4","23","23.7","18.5","20.7","14.6","","16.9","254.1"
"32","Davante Adams","WR","LAR","12.6","20.4","42.2","15.5","8.5","4.9","12.7","2.1","7.4","14.6","21.2","12.3","-","12.3","24.1","1.4","37.6","","15.6","249.8"
"33","Brandon Aiyuk","WR","SF","32.9","7.3","-","20.8","9.8","11.6","10.7","15.9","BYE","14.5","26.6","13","15.6","16.6","6.7","17.3","24.4","","16.2","243.7"
"34","Michael Pittman Jr.","WR","IND","23.7","13.6","16.7","4.5","10.2","19.9","16.3","18","14.4","16.4","BYE","20.7","27.5","19.5","11.8","-","9.6","","16.2","242.8"
"35","Joe Mixon","RB","HOU","10.3","13.5","14","8.6","13.4","9.2","BYE","20","17.8","12.5","21","8","29.7","21.5","15.1","9","18.7","","15.1","242.3"
"36","Justin Herbert","QB","LAC","20.9","22.2","29.3","24.4","BYE","20.1","12.9","24","7.1","29.4","25.7","14.4","8","2.8","-","-","-","","18.6","241.2"
"37","Deebo Samuel Sr.","WR","WAS","11.3","22.1","25.1","0.6","11.5","1.1","-","-","-","15.9","9.2","22.4","35.8","34","21.9","9.4","18.2","","17","238.5"
"38","Jahmyr Gibbs","RB","DET","8","12.6","9.2","9.1","-","-","27.6","29.9","BYE","26.2","21.5","11.3","6.4","17.2","24.8","24","5.3","","16.7","233.1"
"39","Alvin Kamara","RB","NO","-","-","-","21.4","18.7","17.4","29.3","27","11","18.5","BYE","15.9","28.9","13.5","16","8.5","6.9","","17.9","233"
"40","Justin Fields","QB","NYJ","15.5","16.7","11.7","28.9","33","5.9","BYE","-","-","-","21.2","10.6","-","24.7","11.6","25.5","25.2","","19.2","230.6"
"41","Adam Thielen","WR","CAR","3.2","20.4","31.5","15.2","27.7","28.5","BYE","15.2","7.9","10.2","15.4","1.2","5.5","12.4","8.3","15.4","9.8","","14.2","227.8"
"42","DeVonta Smith","WR","PHI","17.7","23.1","6.8","14.8","1.6","9.4","8.9","22.9","14.1","BYE","15.9","23.6","24.6","10.3","10","17.9","6","","14.2","227.6"
"43","Amari Cooper","WR","FA","6.7","16","24.6","2.6","-","14.8","4.2","14.9","24.9","15.8","7.4","3.6","6.4","12.7","20.9","51.5","-","","15.1","227"
"44","Nico Collins","WR","HOU","14","27.6","5.4","35.8","6.9","12","BYE","7","14.4","-","13.5","23.4","34.1","2.3","-","13.8","15.7","","16.1","225.9"
"45","Sam LaPorta","TE","DET","8.9","11.3","22.4","9.6","19.7","7.6","11.2","19.7","BYE","8","6.8","17.7","29","4.7","28.6","4.8","15.4","","14.1","225.4"
"46","Derrick Henry","RB","BAL","13.9","18.5","2","24.4","9.2","19.3","-","16.2","19.2","3","5.4","20.6","25","18.1","5","21.4","4.2","","14.1","225.4"
"47","James Cook","RB","BUF","10.3","19.9","13.2","14.7","5.1","7.1","19.2","8.3","7.9","12","19.2","16","BYE","25.1","36.1","5","5.4","","14","224.5"
"48","DK Metcalf","WR","PIT","13.7","13.5","17.2","12.4","-","10.9","-","11.7","6","16.8","20.4","6.2","37.4","13.2","12.8","15.6","15.6","","14.9","223.4"
"49","Derek Carr","QB","FA","15.6","7.7","8.1","3.2","15.7","17.3","18.4","18.3","16.7","5.4","-","11.9","9.9","11.8","20.3","26","15.6","","13.9","222"
"50","Bijan Robinson","RB","ATL","20.3","21.2","10","18.7","11.8","13","0.3","12.2","5.9","17.6","BYE","27.3","10.9","19.8","0.4","19.2","11.6","","13.8","220.2"
"51","Travis Kelce","TE","KC","-","12.6","19.9","12","22.7","21.4","35.9","11.8","4.4","BYE","15.4","15.1","12.1","14.3","7.8","9.4","4.6","","14.6","219.4"
"52","T.J. Hockenson","TE","MIN","11.5","25.6","13.8","4.4","10.1","11","19.6","20.8","13.9","30.4","9.5","16","BYE","10.3","12.3","9.8","-","","14.6","219"
"53","Chris Olave","WR","NO","19.2","14.6","18.4","1.4","9.2","16.6","12.7","9.6","16.6","21.4","BYE","18.4","16.9","12.8","-","23.3","5.6","","14.4","216.7"
"54","Geno Smith","QB","LV","9.1","23.1","16.4","9.2","-","13","14.8","15.9","3.7","24.1","13.2","8.3","31","-","-","17.3","16.9","","15.4","215.9"
"55","Isiah Pacheco","RB","KC","9.4","8","15.8","24.8","13.4","15.8","16","6.7","6.6","BYE","10.1","25.9","21.3","-","-","10.6","29.5","","15.3","213.9"
"56","Rashee Rice","WR","KC","11.6","4","10.9","6.2","13.3","11.2","17","9.6","9.7","BYE","8.2","24.7","14.4","18.2","24.1","11.7","17.7","","13.3","212.5"
"57","Joshua Dobbs","QB","NE","1","25.2","17.1","23.4","10.7","11.1","16.1","24.9","24.9","25.1","17.9","8.5","-","4.6","-","-","-","","16.2","210.7"
"58","George Pickens","WR","DAL","8.6","22.7","11.5","5.5","26.6","-","15.7","9.2","1.9","7.5","7.7","8.8","12.6","6.9","7.7","35.5","20.1","","13","208.5"
"59","Garrett Wilson","WR","NYJ","14.4","16.3","9.8","15","8.4","17","BYE","17.6","13","18.3","0.9","17.4","8","20.1","5.9","15.8","9.9","","13","207.8"
"60","Calvin Ridley","WR","TEN","24.1","5.2","7","11.8","20.6","6.6","1.5","14.3","-","4","31.1","21.9","7.3","9.3","8.9","25.8","7.9","","13","207.3"
"61","Evan Engram","TE","DEN","9.9","11.7","13.7","12.9","6.8","11.1","9.5","16.8","BYE","5.2","6.9","9.9","23.2","32.5","6.8","17.5","12","","12.9","206.4"
"62","Zay Flowers","WR","BAL","17.7","10.8","13","8","12.3","17.1","11.5","6.9","2.1","12.3","8","23.2","BYE","20","1.7","22.2","19.6","","12.9","206.4"
"63","Jerome Ford","RB","CLE","1.6","24.1","19.1","9.5","BYE","11.1","17.4","4.9","12.7","11.9","11.9","11.9","14.2","13.2","7.1","9.3","26.1","","12.9","206"
"63","DeAndre Hopkins","WR","BAL","13.5","8","7.8","10.3","22","3","-","34.8","10.5","5.7","15.9","7.9","18.9","25.4","4.1","4","14.2","","12.9","206"
"63","Tony Pollard","RB","TEN","22.2","19.9","15.1","9","8.4","17","BYE","6.5","9.3","5.5","18","22.3","17.3","16.6","7.7","5.3","5.9","","12.9","206"
"66","Jordan Addison","WR","MIN","16.1","16.2","11.2","0","18.4","11.8","31.3","21.4","10.2","10.9","7.4","9.9","BYE","4.7","29.1","1.2","5.8","","12.9","205.6"
"67","George Kittle","TE","SF","4.9","6","16","1.9","27.7","1.1","13","23.9","BYE","20.6","22.9","4.9","10.8","16.6","7.4","19.6","5.9","","12.7","203.2"
"68","Jayden Reed","WR","GB","6.6","19.7","9.3","10.5","1.7","BYE","11.1","12.3","7","19.4","19.2","15","5.6","20.5","17.2","-","26.9","","13.5","202"
"69","David Njoku","TE","CLE","4.4","6.8","6","10.6","BYE","5.4","10.4","17.7","12.6","11.8","12.6","11.9","3.7","27.1","26.4","16.4","17.4","","12.6","201.2"
"70","Saquon Barkley","RB","PHI","9.3","27.2","-","-","-","13.8","18.8","15.8","14.3","7.1","30","6.2","-","23.1","5.7","19.4","8.8","","15.3","199.5"
"71","D'Andre Swift","RB","CHI","1.3","27.1","14.8","17.9","16.8","17.8","10.5","14.4","9.4","-","19.7","9.4","4","3.9","9.5","15.2","7.6","","12.5","199.3"
"72","Jaylen Waddle","WR","MIA","11.8","12.4","-","8.6","14.5","18.1","12.3","25.1","8.4","BYE","9.5","19.4","10.2","13.9","28.2","6.2","-","","14.2","198.6"
"73","Chris Godwin","WR","TB","10.1","10.8","8.2","19.4","BYE","13.7","12.6","17.8","3.6","9.4","9.9","7.5","7.9","10.3","25.5","13.9","17.1","","12.4","197.7"
"74","Terry McLaurin","WR","WAS","5.1","16.4","10.1","22.6","8.9","14.1","15","17.3","12.3","7.3","9.3","9","0","BYE","26.1","8","16.1","","12.4","197.6"
"75","David Montgomery","RB","DET","13.4","12.4","-","34.1","20.9","4.3","-","-","BYE","17.6","17.8","15.1","12.5","11.5","10.2","14.9","12.5","","15.2","197.2"
"76","Jakobi Meyers","WR","LV","29.1","-","15.5","5.3","20.5","17.1","18","2.9","13.5","4.1","8.9","20.1","BYE","7.5","15.7","7.2","11.6","","13.1","197"
"77","Gardner Minshew II","QB","KC","0","11.1","13.1","-","6.3","12.6","28.1","15.8","9.6","6.7","-","15.6","18.7","15.1","20.6","10.1","13.3","","13.1","196.7"
"78","Kenneth Walker III","RB","SEA","10.7","18.4","30.6","13.9","BYE","17.9","13.1","8","2.7","19.7","2.6","-","-","9.4","20.2","6.6","16.5","","13.6","190.3"
"79","Courtland Sutton","WR","DEN","13.2","11.6","19.1","11.7","2.3","14.6","19.6","10.9","BYE","17.3","16.6","9.1","15.7","15.2","12.1","0","-","","12.6","189"
"80","Jaylen Warren","RB","PIT","6.8","12.6","8.2","11.5","10.9","BYE","10.1","7.8","14.3","19","23.5","7.2","6.5","8","11.8","10.4","19.8","","11.8","188.4"
"81","Brian Robinson Jr.","RB","WAS","13.6","28.9","7","13.1","8.3","13.6","8.3","9.9","11.7","27.7","20.2","8.4","5.3","BYE","-","-","11.6","","13.4","187.6"
"82","Tyler Lockett","WR","TEN","3","25.9","8.4","9.4","-","15.4","7.8","22.1","6.2","23.2","10.1","6","9.7","14.9","5.1","16.1","2","","11.6","185.3"
"83","Gus Edwards","RB","FA","5.2","12.2","5.1","6.9","4.8","6.3","21.4","29.4","17.2","9.8","21","4.7","-","1.5","13.9","14","10.8","","11.5","184.2"
"84","Josh Jacobs","RB","GB","9.1","9.9","11","27.9","19.9","11.3","5.1","16.8","21.8","12.7","6.1","22.5","-","7","-","-","-","","13.9","181.1"
"85","De'Von Achane","RB","MIA","-","1.9","51.3","27","21.5","-","-","-","-","BYE","1.5","-","25.3","12.1","9.2","4.1","23.7","","17.8","177.6"
"86","Romeo Doubs","WR","GB","18.6","5","18.3","18.5","1.4","BYE","11","11.8","6.6","12.1","16.3","6.7","11.2","7.2","6","17.9","5.8","","10.9","174.4"
"87","Cole Kmet","TE","CHI","9.4","7.8","4.2","27.6","15.2","2.9","0","17.9","23.5","9.6","5","11.3","BYE","11.6","13.3","14.7","0","","10.9","174"
"88","Austin Ekeler","RB","WAS","26.4","-","-","-","-","10.2","5.6","23.3","21","21.5","7","9.4","4.7","21","7.8","11.6","4","","13.3","173.5"
"89","Desmond Ridder","QB","CIN","8.9","22.4","6.3","8.2","26.2","19.1","13.8","3.4","-","8.7","-","11.7","8.8","26.4","8.9","-","-0.3","","12.3","172.5"
"90","Chuba Hubbard","RB","CAR","8.9","10","2.4","7.3","4.5","16","BYE","7.4","10.7","5.9","8.5","20.2","22.4","11.6","12.3","12.1","11.1","","10.7","171.3"
"91","Najee Harris","RB","LAC","5.3","5.3","6.5","11.3","5","-","15.8","10.5","15.6","18.6","4.6","15.9","9.7","7.8","1.3","13.8","24.2","","10.7","171.2"
"92","James Conner","RB","ARI","12","16.6","19.6","6.6","4.6","-","-","-","-","7.3","8.3","7.2","22.5","BYE","17.9","22.2","26.3","","14.3","171.1"
"93","Brandon Aubrey","K","DAL","10","18","11","12","6","8","BYE","13","7","7","9","9","15","22","4","9","11","","10.7","171"
"94","Trey McBride","TE","ARI","4.3","5.2","1.2","1.5","3.7","10.2","5.9","25.5","5.2","21.1","9.3","13","22.9","BYE","20.2","9.1","10.8","","10.6","169.1"
"95","Zack Moss","RB","FA","-","20.7","22.5","9","33.5","17.9","7.2","14.4","2.6","0.2","-","9","7.7","9.6","12.3","-","-","","12.8","166.6"
"96","Drake London","WR","ATL","0","18.7","5.1","11.8","14.7","21.5","11.4","10.5","-","6.6","BYE","14.1","1.8","29.2","4.4","6.9","9.6","","11.1","166.3"
"97","Justin Jefferson","WR","MIN","24","24.9","27.9","26.5","5.8","-","-","-","-","-","-","-","BYE","4.7","15.4","26.1","10.9","","18.5","166.2"
"98","Baltimore Ravens","DST","BAL","11","3","7","17","6","11","14","6","15","14","6","15","BYE","7","9","15","10","","10.4","166"
"99","Tank Dell","WR","HOU","6.4","20.2","25.5","3.9","8.3","-","BYE","6.1","29.6","18.9","28.9","17.2","0","-","-","-","-","","15","165"
"100","Cooper Kupp","WR","SEA","-","-","-","-","19.8","27.8","6.9","6.1","6.8","-","2.1","4.8","15.9","25.5","25.1","10.9","12.7","","13.7","164.4"
"101","Jake Ferguson","TE","DAL","3.1","10.1","9.8","14.7","5.8","2.5","BYE","14.7","22.1","12.6","6.2","4.5","19.7","12.2","10.4","8.5","7.3","","10.3","164.2"
"102","Bryce Young","QB","CAR","9.5","13.5","-","7.2","20.3","12.7","BYE","14.5","12","9.2","6.2","8.1","8.1","7.5","7.6","22.2","3.7","","10.8","162.2"
"103","Dallas Cowboys","DST","DAL","37","15","1","27","-1","4","BYE","15","2","8","21","16","-1","11","0","1","6","","10.1","162"
"104","Gabe Davis","WR","FA","5.2","21.2","10.3","15.1","22","3.1","1.6","23.7","0","9.6","0","22.5","-","0","0","23","4.1","","10.1","161.4"
"104","Ezekiel Elliott","RB","FA","7.3","1.3","9.7","4.2","7.8","11.9","9.1","3.6","6.2","10.8","-","7.2","13.2","27","9.6","21","11.5","","10.1","161.4"
"106","Javonte Williams","RB","DAL","9.7","7.8","8.5","3.9","-","7.2","12.6","18.8","-","21","7.3","10.1","10","18.1","4","10.9","8.8","","10.6","158.7"
"107","Brandin Cooks","WR","NO","4.2","-","3.7","6.7","2.3","15","-","14.2","1.7","32.3","7.2","17.2","16.5","5.7","3","10.3","17","","10.5","157"
"108","Justin Tucker","K","FA","5","11","7","4","4","19","8","8","14","7","11","10","-","12","12","16","8","","9.8","156"
"109","Kirk Cousins","QB","ATL","17.5","28.6","26.7","11.6","19.9","8.7","22","19.9","-","-","BYE","-","-","-","-","-","-","","19.3","154.7"
"110","Devin Singletary","RB","NYG","1.5","3.4","6.5","8.8","0","7.2","-","6.3","4.6","23.1","19.8","13.2","5","12.5","21","9.3","11.6","","9.6","153.8"
"111","Joe Burrow","QB","CIN","3.2","16.4","9.2","4.7","24.4","14.8","BYE","27.6","22.3","21.9","8.7","-","-","-","-","-","-","","15.3","153.2"
"112","Cleveland Browns","DST","CLE","9","7","12","4","BYE","6","16","5","23","15","7","3","-1","12","13","7","15","","9.6","153"
"113","Curtis Samuel","WR","BUF","11","6.2","7.4","18.2","18.5","14.2","6.5","6.2","-","2.6","1.5","19","10.5","-","21.1","3","6.3","","10.1","152.2"
"114","Jake Elliott","K","PHI","18","12","11","18","11","2","7","10","4","BYE","3","9","7","10","5","17","8","","9.5","152"
"115","Jason Myers","K","SEA","8","7","18","6","BYE","9","9","6","3","21","15","9","5","5","9","8","13","","9.4","151"
"116","Christian Kirk","WR","HOU","1.9","22","15.4","16.4","14.4","13.9","19","8.6","-","14.4","7.8","12.9","3.6","-","-","-","-","","12.5","150.3"
"117","Josh Downs","WR","IND","6","7.7","13.7","5.4","15.7","13.1","23.5","14.2","2","6","BYE","9.3","4.4","6.2","4.9","9.9","7.3","","9.3","149.3"
"118","Dustin Hopkins","K","CLE","12","9","12","5","BYE","17","22","8","10","14","7","6","8","9","8","2","-","","9.9","149"
"119","Buffalo Bills","DST","BUF","5","10","32","9","9","7","2","6","1","6","21","2","BYE","6","9","5","17","","9.2","147"
"119","Cairo Santos","K","CHI","7","7","4","4","17","9","8","1","5","12","17","14","BYE","11","6","10","15","","9.2","147"
"121","Harrison Butker","K","KC","8","5","12","11","10","17","7","11","3","BYE","6","7","7","5","11","2","24","","9.1","146"
"121","Matt Gay","K","WAS","3","8","24","1","12","10","8","10","11","6","-","10","14","0","13","4","12","","9.1","146"
"123","Rhamondre Stevenson","RB","NE","14.9","15","7.2","6","2.4","18","14.5","7","22.9","13.2","BYE","21.7","2.9","-","-","-","-","","12.1","145.7"
"124","Jaxon Smith-Njigba","WR","SEA","4.3","8.4","2","3.5","BYE","8.8","16.3","12.6","12.3","9.3","7","6.1","13.2","6.5","14.8","12.1","8.2","","9.1","145.4"
"125","Tyler Boyd","WR","FA","3","11.2","8.9","6.6","9.9","16.8","-","13.6","8.6","19.7","5.2","5.3","8.2","4.3","7.3","10.9","4.9","","9","144.4"
"126","Jason Sanders","K","MIA","14","6","10","2","8","6","6","7","2","BYE","11","12","10","9","12","22","7","","9","144"
"127","Miami Dolphins","DST","MIA","2","9","8","-2","11","5","12","6","5","BYE","12","21","12","12","24","7","-1","","8.9","143"
"128","Dalton Schultz","TE","HOU","2.4","7.4","1.9","13.2","19.5","16.1","BYE","2.5","27","11.1","11.2","1.2","-","-","9.8","14.1","3.9","","10.1","141.3"
"129","Rashid Shaheed","WR","NO","19","10.3","6","6.3","4.8","18.3","7.2","24.3","5.2","7.4","BYE","2.9","-","0","6.6","18.4","3.4","","9.3","140.1"
"130","New York Jets","DST","NYJ","20","0","4","7","18","11","BYE","8","5","8","2","13","9","12","2","8","12","","8.7","139"
"131","Las Vegas Raiders","DST","LV","3","-2","1","4","12","9","4","13","19","8","8","0","BYE","12","25","21","1","","8.6","138"
"131","Blake Grupe","K","NO","12","8","5","10","14","9","11","8","8","4","BYE","19","4","4","8","2","12","","8.6","138"
"133","Tee Higgins","WR","CIN","0","28.9","4.1","3.9","-","4","BYE","11.9","19","-","-","-","6.6","9.2","22.1","25","2.9","","11.5","137.6"
"134","Brandon McManus","K","GB","8","10","5","14","6","17","8","16","-","3","10","14","8","3","1","0","14","","8.6","137"
"134","San Francisco 49ers","DST","SF","13","5","8","2","16","7","2","4","BYE","20","9","14","4","9","12","3","9","","8.6","137"
"136","Cameron Dicker","K","LAC","12","10","4","6","BYE","5","7","16","11","9","8","4","6","1","3","21","13","","8.5","136"
"137","Mark Andrews","TE","BAL","-","15.5","7.5","25","12.5","10.9","22.3","14","17","6.4","4.3","-","BYE","-","-","-","-","","13.5","135.4"
"138","New Orleans Saints","DST","NO","10","7","10","3","24","5","4","4","13","1","BYE","5","0","21","14","0","14","","8.4","135"
"138","Indianapolis Colts","DST","IND","11","9","9","3","4","1","5","-1","26","16","BYE","11","17","7","14","0","3","","8.4","135"
"140","Dallas Goedert","TE","PHI","0","8.2","9.1","4.5","25.7","9.2","18.7","7.6","8","BYE","-","-","-","7","7.1","14.1","15.7","","10.4","134.9"
"141","Dalton Kincaid","TE","BUF","6.6","9.3","2.3","6.7","3.9","-","15.5","17.5","16.1","16.1","10.6","8.8","BYE","7.1","0","1.7","12.7","","9","134.9"
"142","Marquise Brown","WR","KC","8.7","17.4","17.1","16.6","16.1","7.4","7.9","15.3","6.4","3.8","3.2","14.8","0","-","0","-","-","","9.6","134.7"
"143","Darius Slayton","WR","NYG","4.5","9.2","6.2","4.3","5.5","10.9","3.2","0.9","9.9","5.1","18.2","3.6","BYE","3.4","10.3","18","20.6","","8.4","133.8"
"143","Diontae Johnson","WR","CLE","7.8","-","-","-","BYE","-","12.9","16.5","22","2.7","3.6","9","13.3","14.7","16.2","3.5","11.6","","11.2","133.8"
"145","Kyler Murray","QB","ARI","-","-","-","-","-","-","-","-","-","18.3","22.7","20.4","11.8","BYE","15.3","20.4","24.7","","19.1","133.6"
"146","Younghoe Koo","K","ATL","7","13","7","1","7","5","13","12","19","5","BYE","6","8","5","1","19","5","","8.3","133"
"146","Greg Zuerlein","K","FA","11","-","6","4","18","14","-","7","8","16","0","1","7","17","0","14","10","","8.9","133"
"148","Kyle Pitts Sr.","TE","ATL","6.4","3.5","8.7","4.1","15.7","14.3","7.7","6.5","9.6","6","BYE","4.2","9.1","14.7","6.7","13.9","1.5","","8.3","132.6"
"149","Jake Browning","QB","CIN","-0.1","-","-","-","-","-","BYE","-","-","-","10.7","13","26.7","24.7","20","16.4","21.1","","16.6","132.4"
"150","Tyjae Spears","RB","TEN","3.8","7.5","4.9","8.8","16.9","7.3","BYE","6.6","6.2","10","4.6","1.7","12.8","17.8","4.7","11.7","6.9","","8.3","132.2"
"151","Elijah Moore","WR","BUF","9.2","7.1","11.8","2","-","6.7","9.9","5","3.4","15.4","12","5.4","12.3","7.2","3.7","3.9","17.1","","8.3","132.1"
"152","Evan McPherson","K","CIN","4","6","19","3","12","7","BYE","9","6","11","10","5","13","10","9","3","5","","8.3","132"
"153","Taysom Hill","TE","NO","0.4","8.7","3.1","3.2","3","12.3","16.8","22.5","20.6","4.3","BYE","8.1","15.4","-","1.5","0.2","11.5","","8.8","131.6"
"154","Tyler Allgeier","RB","ATL","24.4","4.8","4.9","2.2","6","5.1","14.2","3.1","11","4.8","BYE","6.4","2.6","4","6.1","15.8","15.8","","8.2","131.2"
"155","Pittsburgh Steelers","DST","PIT","4","26","11","-1","18","BYE","5","10","7","8","7","10","2","4","4","13","3","","8.2","131"
"156","Tyler Bass","K","BUF","13","8","15","14","2","2","5","6","4","2","17","12","BYE","8","7","6","9","","8.1","130"
"157","Alexander Mattison","RB","MIA","13.4","4.9","17.5","10.8","12.6","11.2","6.2","4.3","17.3","4.3","7","8.3","-","6.6","-","-0.1","5","","8.6","129.3"
"158","Jake Moody","K","SF","14","14","12","5","6","5","7","5","BYE","10","9","7","6","4","10","6","9","","8.1","129"
"159","Jonathan Taylor","RB","IND","-","-","-","-","4.4","11.5","21","10.7","17.9","14.5","BYE","21.1","-","-","-","10.3","17.4","","14.3","128.8"
"160","Chris Boswell","K","PIT","1","12","15","6","11","BYE","8","4","8","13","4","11","4","6","1","12","12","","8","128"
"161","Houston Texans","DST","HOU","8","-1","13","12","4","10","BYE","7","0","8","8","2","10","5","13","7","21","","7.9","127"
"161","Wil Lutz","K","DEN","4","9","8","9","7","0","15","6","BYE","15","17","9","5","6","5","1","11","","7.9","127"
"161","Nick Folk","K","NYJ","18","10","4","11","12","10","BYE","4","11","6","2","7","9","8","5","5","5","","7.9","127"
"164","Zach Wilson","QB","MIA","9.2","11.4","6.4","19.2","9.6","10.9","-","12.1","7.2","14.9","7.7","-","-","19.2","-1","-","-","","10.6","126.9"
"165","Minnesota Vikings","DST","MIN","2","5","2","17","2","21","8","10","5","8","2","11","BYE","20","7","4","1","","7.8","125"
"165","Chase McLaughlin","K","TB","10","9","3","10","BYE","6","7","6","16","8","2","8","3","11","11","14","1","","7.8","125"
